LEAGUE,PLAYER_ID,POSITION,SEASON,AGE_SEPT_15,GP,G,A,TP,PPG,SEASON_NO,SEASON_>20GP,CUM_GP,ONLY_1_SEASON,MIN_3_SEASONS,DOB,DY_STATUS,SHOOTS,DRAFTED,NHL_PPG,NHL_GP
USHL,90969/nate-arentz,F,2013,19.211111,39,8,8,16,0.410256,3,3,148,0,1,1994-06-29,DY+1,L,No,0.000000,0
WHL,9097/kyle-brodziak,F,2001,17.305556,57,2,8,10,0.175439,1,1,57,0,1,1984-05-25,DY-1,R,Yes,0.322792,917
WHL,9097/kyle-brodziak,F,2002,18.305556,72,8,12,20,0.277778,2,2,129,0,1,1984-05-25,DY,R,Yes,0.322792,917
WHL,9097/kyle-brodziak,F,2003,19.305556,72,32,30,62,0.861111,3,3,201,0,1,1984-05-25,DY+1,R,Yes,0.322792,917
WHL,9097/kyle-brodziak,F,2004,20.305556,70,39,54,93,1.328571,4,4,271,0,1,1984-05-25,DY+2,R,Yes,0.322792,917
USHL,90970/justin-wade,D,2011,17.422222,35,0,1,1,0.028571,1,1,35,0,1,1994-04-13,DY-1,R,No,0.000000,0
USHL,90970/justin-wade,D,2012,18.422222,57,2,5,7,0.122807,2,2,92,0,1,1994-04-13,DY,R,No,0.000000,0
USHL,90970/justin-wade,D,2013,19.422222,60,3,7,10,0.166667,3,3,152,0,1,1994-04-13,DY+1,R,No,0.000000,0
USHL,90974/tyler-maugeri,F,2011,20.177778,59,12,13,25,0.423729,1,1,59,1,0,1991-07-11,DY+2,R,No,0.000000,0
USHL,90976/corbin-mcguire,F,2011,18.344444,13,1,0,1,0.076923,1,0,13,1,0,1993-05-11,DY,R,No,0.000000,0
OHL,9099/dustin-brown,F,2001,16.863889,53,23,22,45,0.849057,1,1,53,0,1,1984-11-04,DY-2,R,Yes,0.553268,1117
OHL,9099/dustin-brown,F,2002,17.863889,63,41,32,73,1.158730,2,2,116,0,1,1984-11-04,DY-1,R,Yes,0.553268,1117
OHL,9099/dustin-brown,F,2003,18.863889,58,34,42,76,1.310345,3,3,174,0,1,1984-11-04,DY,R,Yes,0.553268,1117
OHL,9103/brent-burns,D,2003,18.516667,68,15,25,40,0.588235,1,1,68,1,0,1985-03-09,DY,R,Yes,0.622244,1043
OHL,9105/gregory-campbell,F,2001,17.744444,65,2,12,14,0.215385,1,1,65,0,1,1983-12-17,DY-1,L,Yes,0.232877,803
OHL,9105/gregory-campbell,F,2002,18.744444,65,17,36,53,0.815385,2,2,130,0,1,1983-12-17,DY,L,Yes,0.232877,803
OHL,9105/gregory-campbell,F,2003,19.744444,55,23,33,56,1.018182,3,3,185,0,1,1983-12-17,DY+1,L,Yes,0.232877,803
OHL,9106/chris-campoli,D,2001,17.183333,52,1,9,10,0.192308,1,1,52,0,1,1984-07-09,DY-1,L,Yes,0.331818,440
OHL,9106/chris-campoli,D,2002,18.183333,68,2,24,26,0.382353,2,2,120,0,1,1984-07-09,DY,L,Yes,0.331818,440
OHL,9106/chris-campoli,D,2003,19.183333,60,8,40,48,0.800000,3,3,180,0,1,1984-07-09,DY+1,L,Yes,0.331818,440
OHL,9106/chris-campoli,D,2004,20.183333,67,20,46,66,0.985075,4,4,247,0,1,1984-07-09,DY+2,L,Yes,0.331818,440
OHL,9107/matt-carkner,D,1998,17.866667,57,0,6,6,0.110000,1,1,57,0,1,1980-11-03,DY-1,R,Yes,0.113924,237
OHL,9107/matt-carkner,D,1999,18.866667,60,2,16,18,0.300000,2,2,117,0,1,1980-11-03,DY,R,Yes,0.113924,237
OHL,9107/matt-carkner,D,2000,19.866667,62,3,13,16,0.258065,3,3,179,0,1,1980-11-03,DY+1,R,Yes,0.113924,237
OHL,9107/matt-carkner,D,2001,20.866667,53,8,8,16,0.301887,4,4,232,0,1,1980-11-03,DY+2,R,Yes,0.113924,237
USHL,9108/matt-carle,D,2003,18.972222,59,12,30,42,0.711864,1,1,59,1,0,1984-09-25,DY,L,Yes,0.387671,730
USHL,91105/joel-janatuinen,F,2015,20.619444,53,21,29,50,0.943396,1,1,53,1,0,1995-02-02,DY+2,L,No,0.000000,0
USHL,91128/haralds-egle,F,2014,18.344444,38,4,3,7,0.184211,1,1,38,0,1,1996-05-11,DY,R,No,0.000000,0
USHL,91128/haralds-egle,F,2015,19.344444,54,18,25,43,0.796296,2,2,92,0,1,1996-05-11,DY+1,R,No,0.000000,0
USHL,91128/haralds-egle,F,2016,20.344444,52,7,31,38,0.730769,3,3,144,0,1,1996-05-11,DY+2,R,No,0.000000,0
QMJHL,9116/ryane-clowe,F,2001,18.958333,32,15,10,25,0.781250,1,1,32,0,1,1982-09-30,DY,L,Yes,0.629328,491
QMJHL,9116/ryane-clowe,F,2002,19.958333,53,28,45,73,1.377358,2,2,85,0,1,1982-09-30,DY+1,L,Yes,0.629328,491
QMJHL,9116/ryane-clowe,F,2003,20.958333,60,26,49,75,1.250000,3,3,145,0,1,1982-09-30,DY+2,L,Yes,0.629328,491
OHL,91169/jason-lacroix,F,2012,19.458333,8,0,1,1,0.130000,1,0,8,1,0,1993-03-31,DY+1,R,No,0.000000,0
OHL,9117/carlo-colaiacovo,D,2000,17.633333,52,4,18,22,0.423077,1,1,52,0,1,1983-01-27,DY-1,L,Yes,0.334043,470
OHL,9117/carlo-colaiacovo,D,2001,18.633333,62,12,27,39,0.629032,2,2,114,0,1,1983-01-27,DY,L,Yes,0.334043,470
OHL,9117/carlo-colaiacovo,D,2002,19.633333,60,13,27,40,0.666667,3,3,174,0,1,1983-01-27,DY+1,L,Yes,0.334043,470
OHL,9117/carlo-colaiacovo,D,2003,20.633333,35,14,21,35,1.000000,4,4,209,0,1,1983-01-27,DY+2,L,Yes,0.334043,470
QMJHL,9123/jean-philippe-cote,D,2000,18.397222,62,0,14,14,0.225806,1,1,62,0,1,1982-04-22,DY,L,Yes,0.148148,27
QMJHL,9123/jean-philippe-cote,D,2001,19.397222,71,6,29,35,0.492958,2,2,133,0,1,1982-04-22,DY+1,L,Yes,0.148148,27
QMJHL,9123/jean-philippe-cote,D,2002,20.397222,61,4,20,24,0.393443,3,3,194,0,1,1982-04-22,DY+2,L,Yes,0.148148,27
QMJHL,9123/jean-philippe-cote,D,2003,21.397222,64,9,21,30,0.468750,4,4,258,0,1,1982-04-22,DY+3,L,Yes,0.148148,27
QMJHL,91240/mario-huber,F,2016,20.102778,63,20,31,51,0.809524,1,1,63,1,0,1996-08-08,DY+2,R,No,0.000000,0
USHL,91243/vinnie-hinostroza,F,2011,17.450000,50,8,14,22,0.440000,1,1,50,0,1,1994-04-03,DY-1,R,Yes,0.438202,178
USHL,91243/vinnie-hinostroza,F,2012,18.450000,55,20,24,44,0.800000,2,2,105,0,1,1994-04-03,DY,R,Yes,0.438202,178
USHL,91243/vinnie-hinostroza,F,2013,19.450000,46,25,35,60,1.304348,3,3,151,0,1,1994-04-03,DY+1,R,Yes,0.438202,178
USHL,91246/anthony-greco,F,2011,17.958333,42,8,7,15,0.357143,1,1,42,0,0,1993-09-30,DY-1,R,No,0.000000,0
USHL,91246/anthony-greco,F,2012,18.958333,58,22,24,46,0.793103,2,2,100,0,0,1993-09-30,DY,R,No,0.000000,0
WHL,9126/ryan-craig,F,1999,17.691667,54,11,12,23,0.425926,1,1,54,0,1,1982-01-06,DY-1,L,Yes,0.318182,198
WHL,9126/ryan-craig,F,2000,18.691667,65,17,19,36,0.553846,2,2,119,0,1,1982-01-06,DY,L,Yes,0.318182,198
WHL,9126/ryan-craig,F,2001,19.691667,70,38,33,71,1.014286,3,3,189,0,1,1982-01-06,DY+1,L,Yes,0.318182,198
WHL,9126/ryan-craig,F,2002,20.691667,52,29,35,64,1.230769,4,4,241,0,1,1982-01-06,DY+2,L,Yes,0.318182,198
WHL,9126/ryan-craig,F,2003,21.691667,60,42,32,74,1.233333,5,5,301,0,1,1982-01-06,DY+3,L,Yes,0.318182,198
OHL,91265/scott-kosmachuk,F,2011,17.641667,68,6,15,21,0.308824,1,1,68,0,1,1994-01-24,DY-1,R,Yes,0.375000,8
OHL,91265/scott-kosmachuk,F,2012,18.641667,67,30,29,59,0.880597,2,2,135,0,1,1994-01-24,DY,R,Yes,0.375000,8
OHL,91265/scott-kosmachuk,F,2013,19.641667,68,35,30,65,0.955882,3,3,203,0,1,1994-01-24,DY+1,R,Yes,0.375000,8
OHL,91265/scott-kosmachuk,F,2014,20.641667,68,49,52,101,1.485294,4,4,271,0,1,1994-01-24,DY+2,R,Yes,0.375000,8
OHL,9128/trevor-daley,D,2000,16.933333,54,16,30,46,0.851852,1,1,54,0,1,1983-10-09,DY-2,L,Yes,0.297537,1015
OHL,9128/trevor-daley,D,2001,17.933333,58,14,27,41,0.706897,2,2,112,0,1,1983-10-09,DY-1,L,Yes,0.297537,1015
OHL,9128/trevor-daley,D,2002,18.933333,47,9,39,48,1.021277,3,3,159,0,1,1983-10-09,DY,L,Yes,0.297537,1015
OHL,9128/trevor-daley,D,2003,19.933333,57,20,33,53,0.929825,4,4,216,0,1,1983-10-09,DY+1,L,Yes,0.297537,1015
OHL,9129/kevin-dallman,D,1999,18.552778,68,8,30,38,0.558824,1,1,68,0,1,1981-02-26,DY,R,No,0.000000,0
OHL,9129/kevin-dallman,D,2000,19.552778,67,13,46,59,0.880597,2,2,135,0,1,1981-02-26,DY+1,R,No,0.000000,0
OHL,9129/kevin-dallman,D,2001,20.552778,66,25,52,77,1.166667,3,3,201,0,1,1981-02-26,DY+2,R,No,0.000000,0
OHL,9129/kevin-dallman,D,2002,21.552778,67,23,63,86,1.283582,4,4,268,0,1,1981-02-26,DY+3,R,No,0.000000,0
USHL,9144/patrick-eaves,F,2002,18.372222,9,1,4,5,0.555556,1,0,9,1,0,1984-05-01,DY,R,Yes,0.382306,633
WHL,9145/matt-ellison,F,2003,19.769444,72,40,56,96,1.333333,1,1,72,1,0,1983-12-08,DY+1,R,Yes,0.325581,43
OHL,9147/steve-eminger,D,2000,16.875000,50,2,14,16,0.320000,1,1,50,0,1,1983-10-31,DY-2,R,Yes,0.202869,488
OHL,9147/steve-eminger,D,2001,17.875000,54,6,26,32,0.592593,2,2,104,0,1,1983-10-31,DY-1,R,Yes,0.202869,488
OHL,9147/steve-eminger,D,2002,18.875000,64,19,39,58,0.906250,3,3,168,0,1,1983-10-31,DY,R,Yes,0.202869,488
OHL,9147/steve-eminger,D,2003,19.875000,23,2,27,29,1.260870,4,4,191,0,1,1983-10-31,DY+1,R,Yes,0.202869,488
OHL,9148/john-erskine,D,1998,18.219444,55,0,9,9,0.160000,1,1,55,0,1,1980-06-26,DY,L,Yes,0.109980,491
OHL,9148/john-erskine,D,1999,19.219444,57,8,12,20,0.350877,2,2,112,0,1,1980-06-26,DY+1,L,Yes,0.109980,491
OHL,9148/john-erskine,D,2000,20.219444,58,12,31,43,0.741379,3,3,170,0,1,1980-06-26,DY+2,L,Yes,0.109980,491
OHL,9149/b.j.-crombeen,F,2002,17.180556,60,12,13,25,0.416667,1,1,60,0,1,1985-07-10,DY-1,R,Yes,0.179775,445
OHL,9149/b.j.-crombeen,F,2003,18.180556,63,22,24,46,0.730159,2,2,123,0,1,1985-07-10,DY,R,Yes,0.179775,445
OHL,9149/b.j.-crombeen,F,2004,19.180556,62,21,29,50,0.806452,3,3,185,0,1,1985-07-10,DY+1,R,Yes,0.179775,445
OHL,9149/b.j.-crombeen,F,2005,20.180556,63,31,18,49,0.777778,4,4,248,0,1,1985-07-10,DY+2,R,Yes,0.179775,445
QMJHL,9151/jonathan-ferland,F,2000,17.600000,52,3,6,9,0.170000,1,1,52,0,1,1983-02-09,DY-1,R,Yes,0.142857,7
QMJHL,9151/jonathan-ferland,F,2001,18.600000,70,17,11,28,0.400000,2,2,122,0,1,1983-02-09,DY,R,Yes,0.142857,7
QMJHL,9151/jonathan-ferland,F,2002,19.600000,55,28,46,74,1.345455,3,3,177,0,1,1983-02-09,DY+1,R,Yes,0.142857,7
QMJHL,9151/jonathan-ferland,F,2003,20.600000,68,45,44,89,1.308824,4,4,245,0,1,1983-02-09,DY+2,R,Yes,0.142857,7
WHL,9152/vernon-fiddler,F,1998,18.350000,65,10,11,21,0.323077,1,1,65,0,1,1980-05-09,DY,L,No,0.000000,0
WHL,9152/vernon-fiddler,F,1999,19.350000,68,22,21,43,0.632353,2,2,133,0,1,1980-05-09,DY+1,L,No,0.000000,0
WHL,9152/vernon-fiddler,F,2000,20.350000,64,20,28,48,0.750000,3,3,197,0,1,1980-05-09,DY+2,L,No,0.000000,0
WHL,9152/vernon-fiddler,F,2001,21.350000,70,33,40,73,1.042857,4,4,267,0,1,1980-05-09,DY+3,L,No,0.000000,0
USHL,9153/jeff-finger,D,1998,18.741667,51,5,9,14,0.274510,1,1,51,0,1,1979-12-18,DY,R,Yes,0.287879,198
USHL,9153/jeff-finger,D,1999,19.741667,55,11,28,39,0.709091,2,2,106,0,1,1979-12-18,DY+1,R,Yes,0.287879,198
USHL,9153/jeff-finger,D,2000,20.741667,55,13,35,48,0.872727,3,3,161,0,1,1979-12-18,DY+2,R,Yes,0.287879,198
WHL,91530/cain-franson,F,2011,18.472222,50,3,3,6,0.120000,1,1,50,0,1,1993-03-25,DY,L,No,0.000000,0
WHL,91530/cain-franson,F,2012,19.472222,70,27,31,58,0.828571,2,2,120,0,1,1993-03-25,DY+1,L,No,0.000000,0
WHL,91530/cain-franson,F,2013,20.472222,60,29,25,54,0.900000,3,3,180,0,1,1993-03-25,DY+2,L,No,0.000000,0
WHL,91530/cain-franson,F,2014,21.472222,66,30,33,63,0.954545,4,4,246,0,1,1993-03-25,DY+3,L,No,0.000000,0
OHL,9156/kurtis-foster,D,1998,16.808333,39,1,1,2,0.050000,1,1,39,0,1,1981-11-24,DY-2,R,Yes,0.395062,405
OHL,9156/kurtis-foster,D,1999,17.808333,54,2,13,15,0.277778,2,2,93,0,1,1981-11-24,DY-1,R,Yes,0.395062,405
OHL,9156/kurtis-foster,D,2000,18.808333,68,6,18,24,0.352941,3,3,161,0,1,1981-11-24,DY,R,Yes,0.395062,405
OHL,9156/kurtis-foster,D,2001,19.808333,62,17,24,41,0.661290,4,4,223,0,1,1981-11-24,DY+1,R,Yes,0.395062,405
OHL,9156/kurtis-foster,D,2002,20.808333,33,10,4,14,0.424242,5,5,256,0,1,1981-11-24,DY+2,R,Yes,0.395062,405
USHL,91564/sam-piazza,D,2011,17.633333,5,0,1,1,0.200000,1,0,5,0,0,1994-01-27,DY-1,L,No,0.000000,0
USHL,91564/sam-piazza,D,2012,18.633333,13,1,0,1,0.076923,2,0,18,0,0,1994-01-27,DY,L,No,0.000000,0
USHL,91564/sam-piazza,D,2013,19.633333,25,1,3,4,0.160000,3,1,43,0,0,1994-01-27,DY+1,L,No,0.000000,0
OHL,9158/matt-foy,F,2003,20.325000,68,61,71,132,1.941176,1,1,68,1,0,1983-05-18,DY+2,R,Yes,0.232143,56
WHL,9160/mitch-fritz,F,1999,18.808333,52,9,0,9,0.170000,1,1,52,0,0,1980-11-24,DY,L,No,0.000000,0
WHL,9160/mitch-fritz,F,2000,19.808333,58,4,2,6,0.100000,2,2,110,0,0,1980-11-24,DY+1,L,No,0.000000,0
OHL,9161/mark-giordano,D,2003,19.950000,68,18,30,48,0.705882,1,1,68,0,0,1983-10-03,DY+1,L,No,0.000000,0
OHL,9161/mark-giordano,D,2004,20.950000,65,14,35,49,0.753846,2,2,133,0,0,1983-10-03,DY+2,L,No,0.000000,0
OHL,9162/tim-gleason,D,2000,17.627778,55,5,13,18,0.327273,1,1,55,0,1,1983-01-29,DY-1,L,Yes,0.195323,727
OHL,9162/tim-gleason,D,2001,18.627778,47,8,28,36,0.765957,2,2,102,0,1,1983-01-29,DY,L,Yes,0.195323,727
OHL,9162/tim-gleason,D,2002,19.627778,67,17,42,59,0.880597,3,3,169,0,1,1983-01-29,DY+1,L,Yes,0.195323,727
OHL,9162/tim-gleason,D,2003,20.627778,45,7,31,38,0.844444,4,4,214,0,1,1983-01-29,DY+2,L,Yes,0.195323,727
OHL,91624/cody-payne,F,2011,17.669444,50,1,12,13,0.260000,1,1,50,0,1,1994-01-14,DY-1,R,Yes,0.000000,0
OHL,91624/cody-payne,F,2012,18.669444,60,5,11,16,0.266667,2,2,110,0,1,1994-01-14,DY,R,Yes,0.000000,0
OHL,91624/cody-payne,F,2013,19.669444,66,24,21,45,0.681818,3,3,176,0,1,1994-01-14,DY+1,R,Yes,0.000000,0
OHL,91624/cody-payne,F,2014,20.669444,57,26,9,35,0.614035,4,4,233,0,1,1994-01-14,DY+2,R,Yes,0.000000,0
OHL,91624/cody-payne,F,2015,21.669444,53,13,18,31,0.584906,5,5,286,0,1,1994-01-14,DY+3,R,Yes,0.000000,0
OHL,91625/mark-petaccio,F,2011,17.469444,44,4,3,7,0.160000,1,1,44,0,1,1994-03-26,DY-1,R,No,0.000000,0
OHL,91625/mark-petaccio,F,2012,18.469444,50,7,3,10,0.200000,2,2,94,0,1,1994-03-26,DY,R,No,0.000000,0
USHL,91625/mark-petaccio,F,2015,21.469444,53,22,26,48,0.905660,3,3,147,0,1,1994-03-26,DY+3,R,No,0.000000,0
WHL,9163/eric-godard,F,1999,19.522222,66,2,5,7,0.110000,1,1,66,0,0,1980-03-07,DY+1,R,No,0.000000,0
WHL,9163/eric-godard,F,2000,20.522222,60,3,5,8,0.130000,2,2,126,0,0,1980-03-07,DY+2,R,No,0.000000,0
WHL,9164/josh-gorges,D,2001,17.086111,57,4,6,10,0.175439,1,1,57,0,1,1984-08-14,DY-1,L,No,0.000000,0
WHL,9164/josh-gorges,D,2002,18.086111,72,7,34,41,0.569444,2,2,129,0,1,1984-08-14,DY,L,No,0.000000,0
WHL,9164/josh-gorges,D,2003,19.086111,54,11,48,59,1.092593,3,3,183,0,1,1984-08-14,DY+1,L,No,0.000000,0
WHL,9164/josh-gorges,D,2004,20.086111,62,11,31,42,0.677419,4,4,245,0,1,1984-08-14,DY+2,L,No,0.000000,0
OHL,91684/peter-de-coppi,F,2011,17.377778,10,0,1,1,0.100000,1,0,10,0,0,1994-04-29,DY-1,L,No,0.000000,0
QMJHL,91684/peter-de-coppi,F,2012,18.377778,37,7,6,13,0.351351,2,1,47,0,0,1994-04-29,DY,L,No,0.000000,0
OHL,91685/adam-chapman,F,2011,17.686111,42,2,3,5,0.120000,1,1,42,0,1,1994-01-08,DY-1,L,No,0.000000,0
QMJHL,91685/adam-chapman,F,2012,18.686111,49,15,18,33,0.673469,2,2,91,0,1,1994-01-08,DY,L,No,0.000000,0
QMJHL,91685/adam-chapman,F,2013,19.686111,66,19,35,54,0.818182,3,3,157,0,1,1994-01-08,DY+1,L,No,0.000000,0
QMJHL,91685/adam-chapman,F,2014,20.686111,57,11,23,34,0.596491,4,4,214,0,1,1994-01-08,DY+2,L,No,0.000000,0
QMJHL,91685/adam-chapman,F,2015,21.686111,48,14,16,30,0.625000,5,5,262,0,1,1994-01-08,DY+3,L,No,0.000000,0
OHL,91686/gianluca-curcuruto,D,2011,17.555556,56,1,25,26,0.464286,1,1,56,0,1,1994-02-25,DY-1,L,Yes,0.000000,0
OHL,91686/gianluca-curcuruto,D,2012,18.555556,63,3,13,16,0.253968,2,2,119,0,1,1994-02-25,DY,L,Yes,0.000000,0
OHL,91686/gianluca-curcuruto,D,2013,19.555556,67,9,38,47,0.701493,3,3,186,0,1,1994-02-25,DY+1,L,Yes,0.000000,0
OHL,91686/gianluca-curcuruto,D,2014,20.555556,57,7,21,28,0.491228,4,4,243,0,1,1994-02-25,DY+2,L,Yes,0.000000,0
OHL,91686/gianluca-curcuruto,D,2015,21.555556,40,4,17,21,0.525000,5,5,283,0,1,1994-02-25,DY+3,L,Yes,0.000000,0
USHL,9170/matt-greene,D,2001,18.338889,20,0,1,1,0.050000,1,1,20,0,0,1983-05-13,DY,R,Yes,0.130081,615
USHL,9170/matt-greene,D,2002,19.338889,55,4,20,24,0.436364,2,2,75,0,0,1983-05-13,DY+1,R,Yes,0.130081,615
WHL,91705/locke-muller,F,2011,17.966667,40,3,2,5,0.130000,1,1,40,0,0,1993-09-27,DY-1,R,No,0.000000,0
WHL,91705/locke-muller,F,2012,18.966667,54,2,8,10,0.185185,2,2,94,0,0,1993-09-27,DY,R,No,0.000000,0
USHL,91713/chase-mcmurphy,F,2014,20.583333,6,0,1,1,0.166667,1,0,6,1,0,1994-02-15,DY+2,R,No,0.000000,0
OHL,9183/marc-staal,D,2004,17.672222,61,1,13,14,0.229508,1,1,61,0,1,1987-01-13,DY-1,L,Yes,0.210714,840
OHL,9183/marc-staal,D,2005,18.672222,65,6,20,26,0.400000,2,2,126,0,1,1987-01-13,DY,L,Yes,0.210714,840
OHL,9183/marc-staal,D,2006,19.672222,57,11,38,49,0.859649,3,3,183,0,1,1987-01-13,DY+1,L,Yes,0.210714,840
OHL,9183/marc-staal,D,2007,20.672222,53,5,29,34,0.641509,4,4,236,0,1,1987-01-13,DY+2,L,Yes,0.210714,840
OHL,9184/ryan-parent,D,2004,17.494444,58,1,5,6,0.100000,1,1,58,0,1,1987-03-17,DY-1,L,Yes,0.066038,106
OHL,9184/ryan-parent,D,2005,18.494444,66,2,17,19,0.287879,2,2,124,0,1,1987-03-17,DY,L,Yes,0.066038,106
OHL,9184/ryan-parent,D,2006,19.494444,60,4,17,21,0.350000,3,3,184,0,1,1987-03-17,DY+1,L,Yes,0.066038,106
OHL,9184/ryan-parent,D,2007,20.494444,43,3,7,10,0.232558,4,4,227,0,1,1987-03-17,DY+2,L,Yes,0.066038,106
QMJHL,9185/luc-bourdon,D,2004,17.577778,64,2,6,8,0.130000,1,1,64,0,1,1987-02-17,DY-1,L,Yes,0.055556,36
QMJHL,9185/luc-bourdon,D,2005,18.577778,70,13,19,32,0.457143,2,2,134,0,1,1987-02-17,DY,L,Yes,0.055556,36
QMJHL,9185/luc-bourdon,D,2006,19.577778,30,3,25,28,0.933333,3,3,164,0,1,1987-02-17,DY+1,L,Yes,0.055556,36
QMJHL,9185/luc-bourdon,D,2007,20.577778,36,4,16,20,0.555556,4,4,200,0,1,1987-02-17,DY+2,L,Yes,0.055556,36
WHL,91857/stathis-soumelidis,F,2013,19.661111,67,4,7,11,0.164179,1,1,67,1,0,1994-01-17,DY+1,L,No,0.000000,0
WHL,91858/vahe-zakaryan,F,2011,19.480556,17,2,2,4,0.240000,1,0,17,1,0,1992-03-22,DY+1,R,No,0.000000,0
OHL,9186/steve-downie,F,2004,17.450000,49,7,9,16,0.326531,1,1,49,0,1,1987-04-03,DY-1,R,Yes,0.451613,434
OHL,9186/steve-downie,F,2005,18.450000,61,21,52,73,1.196721,2,2,110,0,1,1987-04-03,DY,R,Yes,0.451613,434
OHL,9186/steve-downie,F,2006,19.450000,35,19,34,53,1.514286,3,3,145,0,1,1987-04-03,DY+1,R,Yes,0.451613,434
OHL,9186/steve-downie,F,2007,20.450000,45,35,57,92,2.044444,4,4,190,0,1,1987-04-03,DY+2,R,Yes,0.451613,434
WHL,91872/chase-souto,F,2011,16.936111,49,4,1,5,0.100000,1,1,49,0,1,1994-10-08,DY-2,R,No,0.000000,0
WHL,91872/chase-souto,F,2012,17.936111,57,11,9,20,0.350877,2,2,106,0,1,1994-10-08,DY-1,R,No,0.000000,0
WHL,91872/chase-souto,F,2013,18.936111,68,15,16,31,0.455882,3,3,174,0,1,1994-10-08,DY,R,No,0.000000,0
WHL,91872/chase-souto,F,2014,19.936111,47,20,11,31,0.659574,4,4,221,0,1,1994-10-08,DY+1,R,No,0.000000,0
WHL,9188/kris-russell,D,2004,17.369444,55,4,15,19,0.345455,1,1,55,0,1,1987-05-02,DY-1,L,Yes,0.286979,791
WHL,9188/kris-russell,D,2005,18.369444,72,26,35,61,0.847222,2,2,127,0,1,1987-05-02,DY,L,Yes,0.286979,791
WHL,9188/kris-russell,D,2006,19.369444,55,14,33,47,0.854545,3,3,182,0,1,1987-05-02,DY+1,L,Yes,0.286979,791
WHL,9188/kris-russell,D,2007,20.369444,59,32,37,69,1.169492,4,4,241,0,1,1987-05-02,DY+2,L,Yes,0.286979,791
USHL,91880/sasha-larocque,D,2015,21.600000,57,4,16,20,0.350877,1,1,57,1,0,1994-02-09,DY+3,L,No,0.000000,0
QMJHL,9189/kris-letang,D,2005,18.391667,70,13,19,32,0.457143,1,1,70,0,1,1987-04-24,DY,R,Yes,0.659973,747
QMJHL,9189/kris-letang,D,2006,19.391667,60,25,43,68,1.133333,2,2,130,0,1,1987-04-24,DY+1,R,Yes,0.659973,747
QMJHL,9189/kris-letang,D,2007,20.391667,40,14,38,52,1.300000,3,3,170,0,1,1987-04-24,DY+2,R,Yes,0.659973,747
WHL,9190/blake-comeau,F,2003,17.575000,54,5,18,23,0.425926,1,1,54,0,1,1986-02-18,DY-1,R,Yes,0.380176,797
WHL,9190/blake-comeau,F,2004,18.575000,71,10,23,33,0.464789,2,2,125,0,1,1986-02-18,DY,R,Yes,0.380176,797
WHL,9190/blake-comeau,F,2005,19.575000,65,24,23,47,0.723077,3,3,190,0,1,1986-02-18,DY+1,R,Yes,0.380176,797
WHL,9190/blake-comeau,F,2006,20.575000,60,21,53,74,1.233333,4,4,250,0,1,1986-02-18,DY+2,R,Yes,0.380176,797
WHL,9191/dustin-boyd,F,2003,17.163889,63,11,17,28,0.444444,1,1,63,0,1,1986-07-16,DY-1,L,Yes,0.286364,220
WHL,9191/dustin-boyd,F,2004,18.163889,72,18,20,38,0.527778,2,2,135,0,1,1986-07-16,DY,L,Yes,0.286364,220
WHL,9191/dustin-boyd,F,2005,19.163889,66,26,35,61,0.924242,3,3,201,0,1,1986-07-16,DY+1,L,Yes,0.286364,220
WHL,9191/dustin-boyd,F,2006,20.163889,64,48,42,90,1.406250,4,4,265,0,1,1986-07-16,DY+2,L,Yes,0.286364,220
WHL,91917/trevor-cheek,F,2011,18.711111,57,10,15,25,0.438596,1,1,57,0,1,1992-12-29,DY,L,No,0.000000,0
WHL,91917/trevor-cheek,F,2012,19.711111,67,23,26,49,0.731343,2,2,124,0,1,1992-12-29,DY+1,L,No,0.000000,0
WHL,91917/trevor-cheek,F,2013,20.711111,71,32,28,60,0.845070,3,3,195,0,1,1992-12-29,DY+2,L,No,0.000000,0
WHL,9192/kyle-chipchura,F,2003,17.572222,63,9,21,30,0.476190,1,1,63,0,1,1986-02-19,DY-1,L,Yes,0.216216,481
WHL,9192/kyle-chipchura,F,2004,18.572222,64,15,33,48,0.750000,2,2,127,0,1,1986-02-19,DY,L,Yes,0.216216,481
WHL,9192/kyle-chipchura,F,2005,19.572222,28,14,18,32,1.142857,3,3,155,0,1,1986-02-19,DY+1,L,Yes,0.216216,481
WHL,9192/kyle-chipchura,F,2006,20.572222,59,21,34,55,0.932203,4,4,214,0,1,1986-02-19,DY+2,L,Yes,0.216216,481
OHL,9193/dave-bolland,F,2003,17.277778,64,7,10,17,0.265625,1,1,64,0,1,1986-06-05,DY-1,R,Yes,0.480370,433
OHL,9193/dave-bolland,F,2004,18.277778,65,37,30,67,1.030769,2,2,129,0,1,1986-06-05,DY,R,Yes,0.480370,433
OHL,9193/dave-bolland,F,2005,19.277778,66,34,51,85,1.287879,3,3,195,0,1,1986-06-05,DY+1,R,Yes,0.480370,433
OHL,9193/dave-bolland,F,2006,20.277778,59,57,73,130,2.203390,4,4,254,0,1,1986-06-05,DY+2,R,Yes,0.480370,433
QMJHL,9194/guillaume-latendresse,F,2004,17.308333,53,24,25,49,0.924528,1,1,53,0,1,1987-05-24,DY-1,L,Yes,0.431085,341
QMJHL,9194/guillaume-latendresse,F,2005,18.308333,65,29,49,78,1.200000,2,2,118,0,1,1987-05-24,DY,L,Yes,0.431085,341
